RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,page
304,Kourtney GrossmanEWU,F,21,33.7,13.4,4.8,11.8,40.5,1.1,3.6,30.7,2.8,3.6,76.3,13.1,1.0,1.2,0.1,2.0,7
304,Kishyah AndersonGASO,G,21,28.9,13.4,5.1,10.0,51.7,0.7,1.4,48.3,2.4,3.3,73.9,4.4,1.3,1.2,0.2,1.4,7
308,Yarden GarzonMD,G,22,31.3,13.4,4.9,11.1,43.7,2.9,7.2,39.9,0.8,0.8,94.4,4.1,3.0,0.9,0.3,2.0,7
308,Kierra WheelerWVU,F,22,27.6,13.4,5.5,10.5,52.6,0.2,0.8,29.4,2.0,3.7,54.9,7.1,1.9,1.7,0.7,3.2,7
310,Alyssa MorelandBRWN,F,17,26.7,13.4,5.8,10.9,53.5,0.0,0.1,0.0,1.7,3.9,43.9,10.6,2.1,2.6,0.8,2.1,7
311,Zya NugentSLU,G,23,31.9,13.3,3.9,12.0,32.2,1.0,4.0,26.4,4.6,6.3,71.9,6.9,1.9,1.8,0.0,3.1,7
312,Dominique DariusSYR,G,21,25.6,13.3,4.4,11.0,40.3,0.9,3.3,27.1,3.6,4.3,82.4,3.2,3.3,2.0,0.2,3.0,7
312,McKenna EddingsGASO,G,21,32.7,13.3,4.9,12.2,39.8,2.1,6.7,31.4,1.5,2.3,66.7,3.6,2.3,1.3,0.7,2.1,7
312,Amber ScaliaM-OH,G,21,31.7,13.3,4.5,10.0,44.5,2.0,5.5,35.3,2.4,3.1,77.3,2.6,2.4,1.0,0.1,2.5,7
312,Ande'a CherisierDEL,C,18,27.9,13.3,5.2,10.8,48.2,0.0,0.0,0.0,2.9,3.8,75.4,7.7,1.3,1.1,0.6,3.5,7
316,Tiara BoldenORST,G,22,29.9,13.3,5.0,11.1,44.9,1.5,4.2,34.8,1.9,2.1,87.2,5.2,1.6,1.3,0.3,2.5,7
317,Zyion ShannonARST,G,23,23.7,13.3,4.5,11.9,37.7,1.5,6.0,25.4,2.8,3.6,79.3,3.9,1.2,2.3,0.1,2.2,7
317,Joi WilliamsRAD,G,23,27.6,13.3,4.7,11.3,41.3,2.4,6.4,38.1,1.6,2.0,78.3,3.0,2.0,1.8,0.3,2.7,7
319,Shariah GailesCAN,F,17,28.5,13.3,4.2,8.5,49.0,0.1,0.4,33.3,4.8,5.9,82.0,8.1,0.6,0.5,0.1,3.1,7
320,Addison MartinILST,F,21,35.0,13.3,5.2,10.6,49.5,0.0,0.2,0.0,2.8,3.9,72.8,6.0,3.2,0.6,0.3,2.1,7
321,Gabby ReynoldsGW,G,22,28.0,13.3,4.6,10.4,44.5,1.4,3.9,36.0,2.6,3.1,83.8,4.2,1.3,1.2,0.5,2.0,7
322,Kalia WalkerAAMU,G,15,32.0,13.3,3.6,9.7,37.2,1.6,5.5,29.3,4.5,4.9,90.5,2.3,2.4,1.2,0.0,2.7,7
323,Brianna DavisMAN,G,20,32.6,13.3,4.9,12.4,39.3,1.0,3.3,30.3,2.6,3.4,76.1,3.7,2.4,1.6,0.6,3.1,7
323,De'Naya RippeySPU,F,20,29.4,13.3,4.8,12.6,38.2,0.4,2.4,14.6,3.3,5.6,59.5,8.7,1.5,2.0,0.2,3.3,7
325,Alexia NelsonSLU,G,23,34.5,13.2,5.3,13.0,40.7,0.6,2.5,24.6,2.0,2.8,70.8,3.6,3.1,1.4,0.1,3.1,7
326,Naomi PanganibanSDSU,G,19,28.1,13.2,4.7,11.4,41.7,1.7,4.5,37.2,2.1,2.2,92.9,1.9,2.3,0.7,0.2,1.6,7
326,Charish ThompsonCP,F,19,29.3,13.2,4.3,9.0,47.4,0.5,1.0,47.4,4.2,5.2,81.6,5.2,1.2,0.8,0.4,2.7,7
328,Meadow RolandUNLV,F,20,33.0,13.2,5.1,11.7,43.8,0.8,2.8,27.3,2.3,3.2,70.3,8.8,1.5,1.0,1.6,2.0,7
329,Ashley HawkinsSCU,G,23,30.0,13.2,4.6,10.8,42.6,1.5,4.7,32.7,2.4,3.1,78.9,3.8,6.1,1.5,0.0,2.4,7
330,Jackie GrisdaleQUIN,G,21,35.0,13.1,4.7,10.6,43.9,2.6,6.5,39.4,1.2,1.4,89.7,3.4,1.0,1.5,0.1,1.0,7
330,Chloe MannGCU,G,21,30.2,13.1,4.0,11.0,36.8,1.5,4.5,33.7,3.5,4.1,86.0,3.1,3.2,1.0,0.0,3.7,7
330,Avery HowellWASH,G,21,32.2,13.1,4.3,9.2,46.9,2.4,5.9,41.5,2.0,2.5,82.7,8.1,1.4,1.5,0.4,1.0,7
333,Favour NwaedoziMSST,F,22,25.4,13.1,5.2,9.3,55.6,0.0,0.2,0.0,2.8,4.1,67.8,10.5,1.5,0.6,0.6,1.4,7
334,Tori McKinneyMINN,G,17,26.3,13.1,4.8,10.2,47.4,1.1,3.5,32.2,2.4,2.8,83.3,3.5,2.4,1.8,0.5,0.9,7
335,Indiya BowenUAPB,G,18,33.1,13.1,4.3,13.3,32.5,1.8,6.2,28.8,2.7,3.7,71.6,4.2,1.9,1.8,0.1,3.4,7
336,Aliyah CollinsSELA,G,19,32.0,13.1,4.6,12.1,38.4,1.6,4.7,33.3,2.3,2.9,76.8,2.9,2.8,1.6,0.1,2.4,7
337,Aysia ProctorUNT,G,20,28.0,13.1,5.0,12.2,40.6,1.8,4.6,38.0,1.5,2.2,67.4,2.6,1.0,1.4,0.4,1.9,7
338,Simaru FieldsODU,G,22,28.2,13.1,4.5,12.3,36.2,2.1,6.3,33.1,2.1,2.4,86.8,3.5,2.5,2.0,0.1,2.3,7
339,Kendall CarruthersTOL,G,17,29.5,13.1,4.6,10.5,44.4,1.2,3.9,31.3,2.5,3.5,72.9,3.0,2.5,1.5,0.1,3.2,7
339,Chloe LarryTNTC,G,17,32.8,13.1,4.2,11.8,35.5,2.1,6.2,34.3,2.6,3.1,84.6,4.5,2.5,1.4,0.1,2.4,7
341,Lainie DouglasMOST,F,19,24.9,13.1,4.8,8.8,54.5,0.0,0.0,0.0,3.5,4.8,72.5,5.4,0.7,0.7,1.4,2.3,7
342,Brooklyn GrayURI,G,20,31.8,13.1,4.6,11.2,41.1,0.9,3.1,27.4,3.0,3.3,90.9,5.4,2.9,1.4,0.4,1.5,7
342,Camryn TadeARMY,G,20,30.4,13.1,4.5,9.3,48.1,1.2,2.8,41.1,3.0,3.6,84.5,4.5,2.7,1.0,0.5,1.4,7
342,Lucia NoinCCSU,F,20,33.1,13.1,5.5,13.9,39.7,1.1,3.6,29.2,1.0,1.3,76.9,5.9,2.5,2.2,0.3,3.3,7
342,Jenna TwedtUNI,G,20,27.4,13.1,4.3,11.7,36.3,2.5,6.6,37.9,2.1,2.7,77.4,1.9,1.1,0.9,0.3,1.3,7
346,Jasmyn LottUNLV,G,21,31.2,13.0,5.0,11.5,43.6,1.2,3.4,36.1,1.8,2.1,86.4,2.5,1.8,0.6,0.4,1.1,7
346,Mia ManciniBRY,G,21,33.1,13.0,4.3,11.8,36.8,2.2,6.5,33.8,2.2,2.7,80.7,5.2,4.3,1.2,0.3,2.6,7
346,Marisa FrostNDSU,G,21,30.8,13.0,4.4,9.2,47.4,1.0,2.8,37.9,3.2,3.7,87.2,2.0,2.2,1.7,0.5,1.4,7
349,Megan NorrisUCD,C,21,33.5,13.0,4.5,9.0,50.3,1.0,3.1,33.3,2.9,4.1,70.1,12.0,2.7,1.1,1.8,2.3,7
349,Samora WatsonAMCC,G,15,32.2,13.0,4.1,11.5,35.8,0.3,0.9,35.7,4.4,6.6,66.7,4.7,2.5,1.7,0.2,4.1,7
349,Cici HernandezMERC,G,20,27.5,13.0,4.4,10.2,43.3,2.6,6.7,38.1,1.7,2.0,84.6,1.7,1.8,0.4,0.0,1.7,8
349,Key RosebySFA,G,21,29.2,13.0,4.9,11.5,42.7,1.6,4.5,34.7,1.6,2.2,73.9,7.5,1.9,1.0,0.7,3.3,8
349,Madison FrancisMSST,F,22,29.4,13.0,5.0,11.0,45.6,0.4,1.9,19.5,2.6,3.7,71.6,7.5,1.5,1.5,2.9,2.4,8
349,Zoe MesuchNAVY,G,19,33.4,13.0,4.8,12.2,39.8,2.6,7.7,34.2,0.7,0.9,72.2,2.0,2.2,1.1,0.1,1.7,8
355,Maya AndersonSJSU,G,21,32.8,13.0,4.7,13.8,34.1,1.3,5.7,22.7,2.2,3.3,68.1,6.6,1.3,1.5,0.2,3.3,8
356,Ryley GoebelUNI,F,20,29.0,12.9,5.6,9.7,58.0,0.2,0.4,42.9,1.6,3.0,52.5,8.1,1.3,2.0,2.1,2.4,8
356,Joseana VazEKU,F,20,23.9,12.9,5.0,12.1,40.9,1.2,3.7,31.1,1.9,2.6,72.5,7.3,1.3,1.0,0.7,3.0,8
358,Skye BelkerPRIN,G,18,33.0,12.9,4.6,10.1,45.6,1.6,3.9,41.4,2.1,2.4,86.0,2.6,2.7,0.6,0.1,2.6,8
358,Divine DibulaMONM,F,18,26.3,12.9,5.3,9.0,58.6,0.0,0.1,0.0,2.3,3.3,71.2,7.4,1.1,1.0,1.0,3.3,8
358,Jailah PellyUAPB,G,18,31.3,12.9,4.7,10.8,43.6,1.2,3.1,40.0,2.2,3.7,59.7,4.3,2.7,1.5,0.3,3.6,8
361,Mikaylah WilliamsLSU,G,22,27.3,12.9,4.8,9.4,51.0,1.4,3.3,42.5,1.9,2.4,80.8,4.9,3.9,1.4,0.1,2.1,8
361,Emilia LongFRES,G,22,31.5,12.9,5.2,11.9,43.5,0.9,2.6,34.5,1.6,1.9,85.4,3.8,3.8,2.5,0.2,3.0,8
363,Caelan EllisCHSO,G,21,31.1,12.9,4.5,12.7,35.7,2.8,7.8,35.4,1.0,1.4,73.3,1.7,1.2,0.6,0.0,2.0,8
364,Sabrina MaUCSD,G,20,34.2,12.9,4.4,11.0,40.2,2.7,7.3,36.3,1.4,1.6,90.3,4.3,1.3,1.8,0.6,1.3,8
364,Avery WaddingtonMONT,G,20,33.9,12.9,4.8,10.2,46.6,1.4,3.7,36.5,2.0,2.5,80.0,7.5,2.4,0.9,1.1,2.8,8
364,Talia DialNIA,F,20,33.3,12.9,4.1,13.0,31.5,2.3,7.7,29.9,2.4,3.0,79.7,2.0,1.0,1.2,0.3,2.9,8
367,Katie CollinsPENN,F,18,34.3,12.8,4.8,11.3,42.4,1.4,3.7,37.3,1.9,2.3,82.9,8.1,2.3,0.7,1.7,2.1,8
368,Brooke MooreSJU,G,23,30.7,12.8,4.4,8.1,54.8,0.6,1.7,36.8,3.3,4.4,75.5,5.4,1.3,1.0,1.3,2.1,8
369,Taryn SidesKSU,G,22,30.2,12.8,4.4,10.4,42.1,2.5,6.0,40.9,1.6,2.0,81.8,4.1,3.7,2.0,0.1,2.2,8
370,Nalyce DudleySHU,F,21,32.1,12.8,4.8,9.9,48.3,0.8,2.5,32.7,2.5,3.4,73.2,4.4,0.9,1.0,0.1,2.1,8
371,Tuana CoskunBUCK,F,19,30.3,12.8,4.8,11.7,41.0,1.5,4.3,34.1,1.7,2.1,82.5,3.2,2.0,0.8,0.4,1.9,8
372,Laila ReynoldsFLA,G,23,32.4,12.8,4.4,10.5,42.1,0.2,1.3,16.7,3.7,5.2,70.8,3.7,2.2,1.7,0.9,3.0,8
373,Chazadi WrightIOWA,G,18,31.3,12.8,3.9,8.8,44.9,2.3,4.9,47.2,2.6,2.8,90.2,2.7,4.1,1.6,0.1,1.9,8
374,Kyrah DanielsWIS,G,22,29.6,12.8,4.6,11.7,39.5,2.0,6.3,31.9,1.5,1.8,84.6,4.8,2.3,1.4,0.3,2.1,8
375,Jasmine ShaversFSU,G,21,27.7,12.8,4.1,11.9,34.8,1.9,4.8,39.0,2.6,3.1,84.6,5.1,1.4,1.2,0.1,2.1,8
375,Ashanti LynchUMES,G,21,27.2,12.8,4.7,10.8,43.8,0.5,2.0,26.2,2.8,3.3,85.5,6.0,1.7,1.8,0.3,3.6,8
375,Megan NestorUNT,F,21,26.0,12.8,5.0,8.6,57.8,0.0,0.0,0.0,2.9,4.5,63.8,13.3,1.2,1.4,0.7,3.0,8
378,Addi BrownfieldWIU,G,20,33.4,12.8,3.9,8.5,45.3,1.8,3.9,45.5,3.3,4.3,76.7,6.3,3.0,2.4,1.1,2.2,8
379,Mikayla JohnsonPITT,G,23,31.1,12.7,4.6,13.2,34.5,1.1,4.8,23.6,2.5,3.4,73.1,4.8,1.2,0.7,0.3,2.9,8
380,Tessa GradyCCU,F,22,30.3,12.7,4.2,10.7,39.1,2.5,7.5,33.9,1.8,2.7,67.8,2.6,1.1,1.1,0.9,1.9,8
381,Mila HollowayMICH,G,21,27.8,12.7,4.5,9.6,46.8,1.3,3.8,35.4,2.4,3.3,73.9,4.0,4.6,1.5,0.2,2.5,8
382,Imani WarrenNMSU,G,20,25.3,12.7,5.0,11.8,42.1,0.4,1.9,18.9,2.5,3.9,62.8,4.0,2.5,2.1,0.8,4.3,8
382,Molly DriscollAMER,G,20,33.8,12.7,4.6,12.3,37.0,1.7,5.4,31.5,1.9,2.3,82.6,3.2,2.4,1.2,0.1,2.2,8
384,Kiki McElrathHAMP,G,19,29.7,12.7,4.4,12.3,35.5,1.7,6.9,25.0,2.2,2.7,80.8,2.8,1.6,1.5,0.3,1.7,8
385,Kennedy FauntleroyECU,G,22,30.9,12.7,4.9,11.7,41.5,1.3,3.8,33.3,1.7,2.4,69.8,3.3,4.5,2.6,0.7,2.8,8
386,Myka PerrySFA,G,21,33.0,12.7,4.3,11.5,37.8,0.6,3.6,17.1,3.4,4.5,74.7,4.6,2.2,1.7,0.3,2.5,8
386,Nakia CheathamALCN,G,18,28.7,12.7,5.1,11.7,43.3,1.1,3.9,26.8,1.5,2.4,61.4,6.4,1.3,2.3,1.0,2.5,8
386,Dakota HowardMCN,F,21,22.1,12.7,5.3,10.6,49.8,0.0,0.1,0.0,2.1,3.3,63.8,6.0,1.1,2.7,0.2,1.3,8
389,Sarai EstupiñanOMA,G,23,29.5,12.7,4.1,12.5,32.6,1.6,5.7,28.2,2.9,3.3,86.8,1.8,3.6,0.5,0.0,4.7,8
390,Aaliyah ParkerSBU,G,22,24.0,12.6,4.7,11.5,41.3,0.5,1.6,31.4,2.7,3.6,74.7,5.8,1.5,2.0,0.4,2.2,8
391,Jordan HarrisonWVU,G,21,29.9,12.6,4.0,9.6,42.3,0.9,3.6,25.0,3.6,4.4,81.7,3.0,5.2,2.8,0.0,3.4,8
391,Nya EppsUCD,G,21,30.6,12.6,4.8,12.3,38.6,1.4,5.0,28.8,1.7,2.3,72.9,4.2,1.7,1.2,0.2,3.0,8
391,Sahara WilliamsOU,F,21,27.1,12.6,4.9,10.4,47.2,0.6,2.3,27.1,2.2,3.0,71.9,8.2,4.2,1.1,0.7,2.7,8
391,Cearah ParchmentILL,F,21,26.5,12.6,4.3,8.5,50.6,0.9,2.0,43.9,3.2,3.9,81.7,8.0,1.1,1.7,0.5,1.9,8
395,Zoey WardIONA,F,22,34.7,12.6,4.7,13.7,34.6,1.0,3.7,25.9,2.2,3.2,68.6,8.0,1.8,0.7,0.2,2.1,8
396,Rosa SmithUCSD,G,19,30.4,12.6,4.5,9.6,46.4,2.1,5.0,41.1,1.6,2.1,76.9,3.6,3.1,1.0,0.2,2.7,8
396,Chae HarrisMEM,G,19,23.6,12.6,4.6,12.4,36.9,1.7,6.1,28.7,1.7,3.1,55.2,2.4,1.2,1.6,0.6,1.6,8
398,Dominique EnnisRICE,G,21,30.8,12.6,4.5,12.0,37.2,2.7,7.8,34.1,1.0,1.0,90.9,3.3,1.5,1.8,0.4,1.2,8
398,Rashunda JonesMSU,G,21,28.6,12.6,4.2,8.6,49.2,0.7,2.3,30.6,3.4,4.1,81.6,3.6,3.7,2.6,0.1,1.8,8
398,Amarachi KimpsonMIA,G,21,30.7,12.6,4.5,10.3,43.3,1.4,4.3,32.2,2.2,2.9,77.0,2.2,2.0,1.2,0.2,1.3,8
398,Lauren MillerSIUE,F,21,28.8,12.6,4.6,10.7,42.9,0.3,1.2,23.1,3.1,4.5,70.2,3.5,2.7,0.6,0.3,3.3,9
402,Fanta KoneSHSU,G,18,33.8,12.6,4.5,9.7,46.6,0.8,2.2,35.0,2.8,3.9,71.4,3.9,4.9,3.6,0.1,3.7,9
403,Jorey BuwaldaMILW,F,22,28.6,12.5,4.4,10.7,40.9,0.6,2.6,24.1,3.2,4.1,76.9,8.9,1.7,0.7,0.9,2.3,9
404,Kailah CorreaDEL,G,17,32.4,12.5,4.2,10.1,41.9,0.9,2.2,42.1,3.1,3.9,80.3,2.8,2.8,0.8,0.0,3.4,9
405,Alexsandra AlvaradoUNA,G,19,27.8,12.5,4.4,11.1,39.3,1.9,6.3,30.8,1.8,2.6,70.0,3.2,2.8,1.6,0.2,2.2,9
406,En'Dya BufordODU,G,22,28.7,12.5,4.1,9.0,45.7,1.8,3.9,47.1,2.4,3.1,77.9,4.8,2.7,2.4,0.3,2.9,9
406,Lydia MelaschenkoMRMK,G,20,30.8,12.5,4.1,10.6,38.2,3.3,8.5,39.1,1.1,1.5,75.9,2.8,1.4,1.2,0.1,1.6,9
406,Heather BaymonUNCO,G,22,24.9,12.5,4.5,11.3,39.8,2.2,6.3,35.3,1.3,1.5,87.5,2.8,1.2,1.6,0.0,1.2,9
406,Blair BaugusMTSU,G,20,34.3,12.5,4.6,10.0,45.5,0.3,0.6,50.0,3.1,4.5,68.9,8.7,1.7,2.4,0.9,3.0,9
406,Lindsay HoganNHVN,G,18,33.3,12.5,4.7,11.6,40.2,1.9,5.9,31.8,1.3,1.6,82.1,5.8,2.6,1.2,0.6,2.1,9
411,Crislyn RoseARST,G,23,24.0,12.5,4.7,10.2,45.7,0.9,2.7,32.3,2.3,2.9,80.3,2.1,4.3,1.0,0.0,2.6,9
412,Jessie OzzautoLEH,G,15,34.9,12.5,4.4,9.7,45.5,1.9,5.2,35.9,1.8,2.4,75.0,4.4,3.1,1.0,0.0,3.3,9
413,Natalie PascoBOIS,G,21,32.3,12.4,4.5,9.9,45.7,2.4,5.3,45.9,1.0,1.3,74.1,3.2,1.4,0.6,0.2,1.4,9
414,Taylor BarbotCOFC,G,19,33.8,12.4,4.9,11.5,42.7,0.5,1.4,33.3,2.2,2.8,77.4,4.3,6.6,1.5,0.1,2.7,9
415,Alex-Anne BessetteLUC,G,20,30.1,12.4,4.9,11.1,44.3,1.0,4.0,24.1,1.7,2.5,67.3,3.3,1.5,1.1,0.7,3.2,9
416,Allie PalmieriMASS,G,18,32.8,12.4,4.4,11.6,38.0,1.8,5.8,30.8,1.8,2.5,73.3,3.9,1.5,1.4,0.2,1.3,9
417,Hayleigh BrelandUSM,G,21,29.0,12.4,4.8,12.0,39.8,1.4,4.3,32.2,1.5,1.8,83.8,4.0,2.3,1.0,0.0,2.5,9
417,Lanae BillyWEB,G,21,30.2,12.4,4.2,10.3,40.6,2.2,6.4,35.1,1.8,2.2,78.7,3.0,2.1,1.1,0.1,2.1,9
419,Chaniya ClarkNCAT,C,16,23.3,12.4,4.0,8.9,44.8,0.5,2.3,22.2,3.9,5.1,75.6,7.6,0.9,0.6,1.3,1.4,9
419,Morgan CallahanNCCU,F,16,32.6,12.4,4.8,11.4,41.8,0.0,0.1,0.0,2.9,5.4,53.5,6.8,1.2,1.9,0.6,3.4,9
421,Gia AdamsTAR,G,19,33.0,12.4,4.3,11.4,38.0,1.2,4.1,29.5,2.5,3.1,82.8,2.9,3.9,1.2,0.5,3.4,9
422,Ava StollerEIU,G,22,33.3,12.4,4.1,11.3,36.7,1.0,3.5,29.5,3.0,3.5,88.2,3.4,3.1,1.3,0.0,2.5,9
423,Meghan SchultzGB,F,23,21.0,12.3,5.0,8.8,56.7,0.0,0.0,0.0,2.3,3.5,67.5,4.5,0.8,0.9,0.5,1.7,9
424,Kiyah LewisCCSU,F,18,30.1,12.3,4.1,12.3,33.0,1.1,4.1,27.0,3.1,3.8,82.4,4.6,0.7,1.6,0.9,2.1,9
424,Kiyoko ProctorSIUE,G,21,28.1,12.3,4.0,10.7,37.1,1.7,5.4,31.9,2.7,3.3,81.4,2.4,2.3,1.5,0.2,1.8,9
426,Kate NovikDEP,G,22,28.5,12.3,5.0,11.5,43.7,0.6,2.5,24.1,1.6,2.3,72.0,6.4,3.5,1.8,0.6,2.4,9
427,Carmen TaylorSEMO,G,20,31.2,12.3,4.1,11.6,35.1,2.2,7.0,31.4,2.0,3.0,67.8,2.7,1.8,1.7,0.1,1.7,9
428,Reagan HurstTNTC,G,17,30.9,12.3,3.8,11.3,33.3,2.1,6.1,33.7,2.7,3.2,85.2,2.5,2.5,0.9,0.1,1.9,9
429,Natalie PictonSAC,G,21,34.9,12.3,4.3,12.3,35.1,1.9,6.6,29.0,1.7,2.0,85.7,3.5,2.1,2.7,0.1,2.9,9
429,Olivia HamlinBYU,G,21,28.0,12.3,4.7,11.8,39.7,1.4,4.8,28.7,1.6,2.5,63.5,3.3,1.5,2.0,0.2,2.1,9
431,Kailee McDonaldFDU,G,22,34.2,12.3,4.4,10.5,42.2,3.1,8.2,37.8,0.4,0.5,72.7,4.7,1.3,1.5,0.1,1.4,9
432,Jordan MarshallLT,F,19,26.1,12.3,4.9,9.2,53.1,0.1,0.5,22.2,2.4,3.7,64.3,7.3,1.3,1.1,0.3,2.5,9
433,Amiah HargroveNEB,F,20,22.8,12.3,4.8,8.7,54.6,0.8,2.0,41.0,2.0,2.4,81.3,5.9,0.8,0.7,0.2,0.7,9
434,Shelby HayesRICE,C,21,27.2,12.2,4.5,9.1,49.7,0.0,0.0,100.0,3.1,3.9,80.5,6.6,1.3,0.6,0.4,1.6,9
434,Kaylinn KempSFA,G,21,30.3,12.2,4.1,9.3,43.9,0.7,2.7,26.8,3.3,3.9,85.4,3.6,5.7,2.3,0.6,4.2,9
436,Madison MathiowetzSDST,G,22,28.0,12.2,4.2,9.4,45.1,1.8,4.3,41.5,2.0,2.1,93.6,3.6,2.2,1.5,0.2,1.1,9
436,Jadyn WootenOKST,G,22,26.9,12.2,4.8,10.0,48.0,0.4,1.3,27.6,2.2,2.9,76.6,3.6,5.2,1.4,0.2,2.0,9
438,Marissa GingrichNJIT,G,18,31.2,12.2,4.7,9.7,48.0,1.7,4.9,34.1,1.2,1.3,91.7,4.3,2.2,1.0,0.3,2.7,9
439,Jahda DenisSLU,G,23,29.6,12.2,3.8,10.0,38.4,1.2,3.9,31.1,3.3,3.7,89.5,3.1,2.9,1.7,0.0,3.2,9
440,Bella RanalloOHIO,G,19,26.1,12.2,3.8,9.8,38.7,1.7,5.5,31.7,2.9,4.3,67.1,3.2,1.5,2.1,0.1,3.3,9
440,Tilda TryggerNCSU,F,19,30.7,12.2,4.9,8.9,55.0,0.9,2.4,37.8,1.5,2.4,64.4,8.2,1.1,0.6,1.5,1.4,9
440,Kamryn McLaurinHCU,G,19,25.2,12.2,3.8,8.4,45.0,0.7,2.3,30.2,3.9,5.9,66.4,2.8,0.7,1.6,0.1,2.0,9
443,Daejah RichmondMEM,G,20,30.1,12.2,4.6,11.6,39.8,0.3,1.8,13.9,2.8,4.2,65.5,4.8,3.4,2.6,0.8,4.8,9
444,Ilse de VriesM-OH,F,21,29.4,12.2,4.8,9.6,49.5,1.5,4.1,37.2,1.1,1.6,72.7,4.5,0.9,1.1,1.8,2.0,9
444,Khila MorrisCOPP,G,21,35.5,12.2,4.4,11.0,40.0,1.0,3.0,35.5,2.4,3.5,67.6,4.5,2.7,1.6,0.3,4.7,9
446,Laura ToffaliMORE,G,22,32.9,12.2,3.9,9.3,41.5,0.5,2.9,17.2,4.0,5.9,67.4,4.6,1.7,2.8,0.3,2.5,9
446,Zoe StewartHOW,G,22,29.6,12.2,4.8,11.5,41.5,1.0,3.4,31.1,1.6,2.0,81.4,2.2,1.4,1.6,0.0,1.9,9
448,Kanija DanielTULN,G,19,26.4,12.2,4.4,10.9,40.4,1.5,5.2,28.3,1.8,3.0,61.4,3.5,1.9,1.5,0.9,2.2,9
449,Cordasia HarrisUSA,F,20,26.0,12.2,5.2,9.4,55.1,0.2,0.5,33.3,1.7,3.1,54.8,9.3,0.6,0.9,1.8,1.8,9
449,Cheyanne KempCARK,G,20,29.2,12.2,4.7,11.5,41.0,1.6,4.4,36.8,1.2,1.7,67.6,4.3,2.0,0.9,0.4,1.8,9
449,Kyra AndersonTXST,F,20,27.2,12.2,5.1,10.4,48.8,0.0,0.0,0.0,2.1,3.1,66.1,8.1,0.9,1.4,1.2,2.3,10
452,Meloney ThamesUSM,G,21,30.1,12.1,4.0,12.0,33.2,1.4,5.6,24.6,2.8,3.9,71.6,3.6,2.4,1.3,0.3,1.5,10
452,Makenzie LuehringOAK,G,21,29.3,12.1,4.2,10.9,38.4,1.3,4.3,31.1,2.4,3.2,76.1,4.6,3.5,1.3,0.1,3.6,10
454,Casey SantoroYSU,G,22,34.5,12.1,3.6,9.7,37.6,1.8,5.4,32.8,3.1,3.7,82.9,5.3,3.1,1.0,0.0,1.9,10
455,Mia PauldoTENN,G,18,23.3,12.1,3.9,9.7,40.6,2.1,6.1,33.6,2.2,2.5,86.7,2.6,2.4,1.4,0.0,1.2,10
456,Indya GreenSIU,F,19,23.9,12.1,5.2,10.6,48.8,0.1,0.2,25.0,1.7,2.5,68.8,8.3,0.3,1.2,0.7,1.9,10
456,LaNae' CorbettELON,F,19,20.0,12.1,5.1,10.5,48.7,0.1,0.4,28.6,1.8,3.1,58.6,4.2,0.6,1.6,0.5,2.5,10
458,Mary McMillanSTET,G,20,31.6,12.1,4.1,9.8,41.8,1.5,4.1,35.8,2.5,3.6,68.1,2.6,4.6,0.9,0.1,2.2,10
